time_idx,Real,predict
9985,0.58,0.491
9986,0.592,0.475
9987,0.226,0.447
9988,0.115,0.419
9989,0.134,0.397
9990,0.124,0.382
9991,0.338,0.375
9992,0.267,0.373
9993,0.256,0.375
9994,0.396,0.378
9995,0.349,0.382
9996,0.622,0.386
9997,0.624,0.388
9998,0.349,0.389
9999,0.371,0.39
10000,0.428,0.39
10001,0.306,0.389
10002,0.315,0.389
10003,0.293,0.388
10004,0.207,0.388
10005,0.416,0.388
10006,0.266,0.388
10007,0.211,0.388
10008,0.213,0.388
10009,0.203,0.388
10010,0.211,0.388
10011,0.668,0.388
10012,0.118,0.388
10013,0.096,0.388
10014,0.199,0.388
10015,0.201,0.388
10016,0.399,0.388
10017,0.511,0.388
10018,0.831,0.388
10019,0.329,0.388
10020,0.284,0.388
10021,0.36,0.388
10022,0.583,0.388
10023,1.227,0.388
10024,0.221,0.388
10025,0.31,0.388
10026,0.351,0.388
10027,0.449,0.388
10028,0.474,0.388
10029,0.301,0.388
10030,0.399,0.388
10031,0.412,0.388
10032,0.309,0.388
10033,0.232,0.388
10034,0.226,0.388
10035,0.421,0.388
10036,0.306,0.388
10037,0.239,0.388
10038,0.186,0.388
10039,0.272,0.388
10040,0.343,0.388
10041,0.387,0.388
10042,0.293,0.388
10043,0.374,0.388
10044,0.387,0.388
10045,1.335,0.388
10046,1.273,0.388
10047,0.577,0.388
10048,0.367,0.388
10049,0.492,0.388
10050,0.556,0.388
10051,0.617,0.388
10052,0.573,0.388
10053,0.426,0.388
10054,0.433,0.389
10055,0.302,0.389
10056,0.393,0.389
10057,0.224,0.389
10058,0.133,0.389
10059,0.121,0.389
10060,0.132,0.389
10061,0.124,0.389
10062,0.131,0.389
10063,0.123,0.389
10064,0.108,0.389
10065,0.424,0.389
10066,0.255,0.389
10067,0.34,0.389
10068,0.324,0.389
10069,0.291,0.389
10070,0.333,0.389
10071,1.17,0.389
10072,0.565,0.389
10073,0.564,0.389
10074,0.677,0.389
10075,0.711,0.389
10076,0.593,0.389
10077,0.533,0.389
10078,0.619,0.389
10079,0.369,0.389
10080,0.394,0.389
10081,0.459,0.389
10082,0.228,0.389
10083,0.164,0.389
10084,0.158,0.389
10085,0.13,0.389
10086,0.119,0.389
10087,0.127,0.389
10088,0.423,0.389
10089,0.279,0.389
10090,0.341,0.389
10091,0.43,0.389
10092,0.347,0.389
10093,0.36,0.389
10094,0.353,0.389
10095,0.322,0.389
10096,0.776,0.389
10097,0.44,0.389
10098,0.266,0.389
10099,1.601,0.389
10100,0.475,0.389
10101,0.305,0.389
10102,0.408,0.389
10103,0.344,0.389
10104,0.238,0.389
10105,0.225,0.389
10106,0.165,0.389
10107,0.115,0.389
10108,0.109,0.389
10109,0.178,0.389
10110,0.206,0.389
10111,0.2,0.389
10112,0.33,0.389
10113,0.271,0.389
10114,0.313,0.389
10115,1.228,0.389
10116,0.437,0.389
10117,0.42,0.389
10118,0.467,0.389
10119,0.458,0.389
10120,1.084,0.389
10121,0.652,0.389
10122,0.603,0.389
10123,0.389,0.389
10124,0.535,0.389
10125,0.492,0.389
10126,0.265,0.389
10127,0.459,0.389
10128,0.431,0.389
10129,0.169,0.389
10130,0.171,0.389
10131,0.149,0.389
10132,0.118,0.39
10133,0.12,0.39
10134,0.116,0.39
10135,0.287,0.39
10136,0.146,0.39
10137,0.348,0.39
10138,0.312,0.39
10139,0.379,0.39
10140,0.277,0.39
10141,0.663,0.39
10142,0.345,0.39
10143,0.33,0.39
10144,0.477,0.39
10145,0.695,0.39
10146,0.554,0.39
10147,0.668,0.39
10148,0.57,0.39
10149,0.639,0.39
10150,0.666,0.39
10151,0.641,0.39
10152,0.417,0.39
